,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income,age_bin,edu_bin,marital_bin,race_bin
21850,19, Local-gov,173164, Assoc-acdm,13, Never-married, Prof-specialty, Own-child, White, Male,3,1,19, United-States, <=50K,<=30,high,not-married,Non-White
21851,57, Private,125083, Some-college,4, Widowed, Sales, Own-child, White, Male,2699,0,40, United-States, <=50K,31-60,low,not-married,Non-White
21852,39, Self-emp-inc,88786, Some-college,9, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K,31-60,low,married,Non-White
21853,52, Federal-gov,30487, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,14252,0,60, United-States, >50K,31-60,high,married,Non-White
21854,35, Local-gov,171115, Some-college,7, Divorced, Transport-moving, Not-in-family, White, Female,0,0,32, United-States, <=50K,31-60,low,not-married,Non-White
21855,47, Private,202584, HS-grad,10, Married-civ-spouse, Other-service, Unmarried, Black, Female,6,0,50, United-States, <=50K,31-60,low,married,Non-White
21856,50, Private,42085, Some-college,14, Never-married, Handlers-cleaners, Own-child, White, Male,0,2,16, United-States, <=50K,31-60,high,not-married,Non-White
21857,23, Private,183020, Some-college,10, Never-married, Transport-moving, Own-child, White, Male,31,0,48, United-States, <=50K,<=30,low,not-married,Non-White
21858,43, Private,42524, 9th,9, Separated, Other-service, Not-in-family, White, Female,0,0,45, Puerto-Rico, <=50K,31-60,low,not-married,Non-White
21859,17, Private,200514, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K,<=30,low,not-married,Non-White
21860,32, Private,106207, 5th-6th,9, Married-civ-spouse, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,33, Mexico, <=50K,31-60,low,married,Non-White
21861,40, Self-emp-inc,299850, Bachelors,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K,31-60,low,married,Non-White
21862,30, Private,126291, Some-college,7, Married-civ-spouse, ?, Husband, White, Male,0,0,51, Ireland, >50K,<=30,low,married,Non-White
21863,51, Local-gov,236006, HS-grad,3, Divorced, Sales, Unmarried, White, Male,0,1,51, United-States, <=50K,31-60,low,not-married,Non-White
21864,50, Private,186972, Masters,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1928,48, United-States, >50K,31-60,high,married,Non-White
21865,29, Private,190433, 10th,9, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K,<=30,low,married,Non-White
21866,25, ?,214109, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,2744,1,40, United-States, <=50K,<=30,low,not-married,Non-White
21867,46, Private,100803, Preschool,4, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,59, United-States, >50K,31-60,low,married,Non-White
21868,28, Private,223257, Some-college,9, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,45, ?, <=50K,<=30,low,married,Non-White
21869,65, Private,375430, HS-grad,9, Divorced, Adm-clerical, Husband, White, Female,0,0,32, United-States, <=50K,61+,low,not-married,Non-White
21870,36, Private,254498, HS-grad,14, Divorced, Protective-serv, Not-in-family, White, Female,51,0,40, ?, <=50K,31-60,high,not-married,Non-White
21871,56, Private,458153, Bachelors,5, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K,31-60,low,married,Non-White
21872,61, Private,172477, HS-grad,13, Married-civ-spouse, Craft-repair, Husband, Black, Female,1,0,50, United-States, <=50K,61+,high,married,Non-White
21873,29, Private,198273, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Male,52,2,44, United-States, <=50K,<=30,high,not-married,Non-White
21874,46, Private,175235, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,35,0,66, United-States, <=50K,31-60,low,married,Non-White
21875,54, Private,195571, Some-college,4, Divorced, Other-service, Not-in-family, Black, Female,0,1,60, United-States, <=50K,31-60,low,not-married,Non-White
21876,55, Private,180624, Masters,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,14,1963,50, United-States, >50K,31-60,high,married,Non-White
21877,21, Private,192310, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K,<=30,low,married,Non-White
21878,26, ?,185820, 12th,3, Never-married, ?, Unmarried, White, Male,17,1,40, United-States, <=50K,<=30,low,not-married,Non-White
21879,23, Federal-gov,211865, 11th,10, Widowed, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K,<=30,low,not-married,Non-White
21880,21, Self-emp-not-inc,146539, 10th,3, Never-married, Craft-repair, Own-child, White, Female,0,0,49, United-States, <=50K,<=30,low,not-married,Non-White
21881,23, Private,51144, 5th-6th,4, Married-civ-spouse, Exec-managerial, Wife, Black, Female,0,0,40, United-States, >50K,<=30,low,married,Non-White
21882,61, Private,107625, 1st-4th,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,72, India, <=50K,61+,low,married,Non-White
21883,21, Private,50628, Masters,13, Never-married, Sales, Not-in-family, White, Female,0,2,18, Vietnam, <=50K,<=30,high,not-married,Non-White
21884,21, Private,100020, Assoc-voc,13, Never-married, Other-service, Not-in-family, White, Male,0,0,31, ?, <=50K,<=30,high,not-married,Non-White
21885,24, ?,221949, 12th,9, Never-married, ?, Own-child, White, Male,0,1,40, United-States, <=50K,<=30,low,not-married,Non-White
21886,33, Private,97437, Masters,9, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,99999,0,60, Ecuador, >50K,31-60,low,married,Non-White
21887,72, Self-emp-inc,215756, Some-college,10, Never-married, Machine-op-inspct, Own-child, White, Male,0,2,32, United-States, <=50K,61+,low,not-married,Non-White
21888,64, ?,175843, Bachelors,13, Never-married, ?, Not-in-family, White, Male,0,0,21, United-States, <=50K,61+,high,not-married,Non-White
21889,20, Private,244997, 7th-8th,4, Never-married, Craft-repair, Own-child, White, Male,0,0,34, Mexico, <=50K,<=30,low,not-married,Non-White
21890,32, Private,169325, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K,31-60,low,not-married,Non-White
21891,76, Private,289025, HS-grad,9, Separated, Other-service, Unmarried, White, Female,0,0,30, United-States, <=50K,61+,low,not-married,Non-White
21892,33, Private,311738, Assoc-voc,9, Married-civ-spouse, Protective-serv, Husband, White, Female,1,0,40, Portugal, <=50K,31-60,low,married,Non-White
21893,32, Private,25700, HS-grad,5, Married-civ-spouse, Other-service, Not-in-family, Black, Female,0,0,77, United-States, >50K,31-60,low,married,Non-White
21894,33, Private,265520, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,10,2,40, United-States, >50K,31-60,high,married,Non-White
21895,27, Private,187496, HS-grad,9, Never-married, Other-service, Unmarried, White, Male,0,2,18, United-States, <=50K,<=30,low,not-married,Non-White
21896,19, Private,336017, Preschool,10, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K,<=30,low,married,Non-White
21897,22, State-gov,165965, 9th,7, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K,<=30,low,not-married,Non-White
21898,34, Private,206190, 1st-4th,13, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,40, Germany, <=50K,31-60,high,not-married,Non-White
21899,30, Private,112174, Some-college,9, Never-married, Farming-fishing, Unmarried, White, Female,0,0,19, United-States, <=50K,<=30,low,not-married,Non-White
21900,20, Private,174612, 11th,4, Never-married, Other-service, Not-in-family, Black, Female,1517,0,17, United-States, <=50K,<=30,low,not-married,Non-White
21901,39, Private,154291, 11th,9, Married-spouse-absent, ?, Husband, Other, Male,0,0,40, ?, <=50K,31-60,low,married,Non-White
21902,22, Private,165127, Assoc-voc,7, Divorced, Sales, Not-in-family, White, Female,0,1,8, United-States, <=50K,<=30,low,not-married,Non-White
21903,18, Private,195829, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,49, United-States, <=50K,<=30,high,not-married,Non-White
21904,40, Private,38254, Bachelors,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,7436,0,49, India, >50K,31-60,high,married,Non-White
21905,50, Private,397426, Prof-school,10, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,30, United-States, >50K,31-60,low,married,Non-White
21906,18, Private,478852, Some-college,10, Married-AF-spouse, Craft-repair, Not-in-family, White, Male,11,0,17, United-States, <=50K,<=30,low,married,Non-White
21907,31, Private,135557, 1st-4th,13, Widowed, Other-service, Not-in-family, White, Female,3115,0,40, United-States, <=50K,31-60,high,not-married,Non-White
21908,40, Private,115219, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,2,0,34, United-States, <=50K,31-60,low,married,Non-White
21909,41, Private,292585, Assoc-voc,4, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K,31-60,low,married,Non-White
21910,51, Private,122311, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female,4,1,40, United-States, <=50K,31-60,low,not-married,Non-White
21911,20, ?,162687, Some-college,9, Never-married, ?, Own-child, White, Male,0,0,21, United-States, <=50K,<=30,low,not-married,Non-White
21912,34, Private,32324, Some-college,4, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K,31-60,low,married,Non-White
21913,33, Self-emp-inc,107523, 9th,15, Married-civ-spouse, Sales, Husband, White, Male,0,2,45, United-States, >50K,31-60,high,married,Non-White
21914,62, Self-emp-not-inc,134947, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, Black, Female,0,0,19, United-States, <=50K,61+,low,married,Non-White
21915,36, Private,374002, Bachelors,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,49, Canada, <=50K,31-60,low,married,Non-White
21916,27, Private,118241, HS-grad,10, Married-civ-spouse, Sales, Husband, White, Male,7303,0,40, United-States, <=50K,<=30,low,married,Non-White
21917,54, Private,233234, Some-college,10, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K,31-60,low,married,Non-White
21918,27, Private,162482, Assoc-acdm,14, Widowed, Adm-clerical, Not-in-family, White, Female,0,1894,40, United-States, <=50K,<=30,high,not-married,Non-White
21919,22, Private,165802, Bachelors,6, Never-married, Exec-managerial, Own-child, White, Female,7,0,40, United-States, <=50K,<=30,low,not-married,Non-White
21920,23, Private,188453, Some-college,9, Widowed, Adm-clerical, Unmarried, White, Female,0,1,59, United-States, <=50K,<=30,low,not-married,Non-White
21921,19, Private,165089, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,40, United-States, <=50K,<=30,low,married,Non-White
21922,53, State-gov,319534, Bachelors,13, Never-married, Prof-specialty, Husband, White, Male,3506,0,50, United-States, >50K,31-60,high,not-married,Non-White
21923,22, Private,107967, Some-college,7, Never-married, Other-service, Own-child, White, Male,0,0,6, United-States, <=50K,<=30,low,not-married,Non-White
21924,58, Private,321154, HS-grad,4, Widowed, Adm-clerical, Unmarried, White, Female,0,0,10, United-States, <=50K,31-60,low,not-married,Non-White
21925,33, Private,289026, Bachelors,11, Married-civ-spouse, Tech-support, Husband, White, Male,0,2,49, United-States, >50K,31-60,high,married,Non-White
21926,41, Self-emp-not-inc,165443, HS-grad,9, Never-married, Adm-clerical, Other-relative, Amer-Indian-Eskimo, Male,0,0,6, United-States, <=50K,31-60,low,not-married,Non-White
21927,17, Private,218244, Some-college,4, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K,<=30,low,not-married,Non-White
21928,33, Private,110174, HS-grad,9, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,16, United-States, <=50K,31-60,low,not-married,Non-White
21929,40, Private,142997, Doctorate,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Mexico, >50K,31-60,low,married,Non-White
21930,23, Private,200651, 11th,11, Separated, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Female,0,0,49, United-States, <=50K,<=30,high,not-married,Non-White
21931,24, Private,88052, Some-college,10, Never-married, Sales, Own-child, Black, Male,0,0,40, South, <=50K,<=30,low,not-married,Non-White
21932,23, Local-gov,251151, HS-grad,10, Divorced, Adm-clerical, Unmarried, White, Female,2108,0,40, United-States, <=50K,<=30,low,not-married,Non-White
21933,70, Private,336848, HS-grad,4, Married-civ-spouse, Transport-moving, Husband, White, Female,18,0,40, United-States, >50K,61+,low,married,Non-White
21934,48, Private,175462, 5th-6th,13, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K,31-60,high,married,Non-White
21935,19, Private,382916, HS-grad,9, Never-married, ?, Own-child, White, Male,0,1,17, United-States, <=50K,<=30,low,not-married,Non-White
21936,53, Private,302021, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Female,0,0,34, United-States, <=50K,31-60,low,married,Non-White
21937,38, Private,114084, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2536,40, United-States, >50K,31-60,high,married,Non-White
21938,39, Local-gov,165571, HS-grad,9, Never-married, Tech-support, Unmarried, White, Female,0,0,9, United-States, <=50K,31-60,low,not-married,Non-White
21939,18, Private,237971, 10th,9, Never-married, Other-service, Own-child, White, Male,0,1,40, Vietnam, <=50K,<=30,low,not-married,Non-White
21940,59, State-gov,335406, Assoc-voc,13, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,1,40, United-States, >50K,31-60,high,married,Non-White
21941,58, Private,218050, Bachelors,16, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,49, Dominican-Republic, >50K,31-60,high,married,Non-White
21942,24, Private,340105, Assoc-voc,13, Never-married, Sales, Not-in-family, White, Female,0,0,51, United-States, <=50K,<=30,high,not-married,Non-White
21943,40, Self-emp-not-inc,257356, Some-college,10, Never-married, Exec-managerial, Other-relative, White, Male,0,0,40, India, <=50K,31-60,low,not-married,Non-White
21944,62, Private,47673, 7th-8th,9, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K,61+,low,not-married,Non-White
21945,26, Private,165750, 11th,11, Divorced, Sales, Unmarried, Black, Female,11,0,40, United-States, <=50K,<=30,high,not-married,Non-White
21946,32, Private,107633, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,7619,1,51, United-States, >50K,31-60,high,married,Non-White
21947,75, Federal-gov,181469, Some-college,4, Married-civ-spouse, ?, Husband, White, Male,2,0,29, United-States, >50K,61+,low,married,Non-White
21948,37, Private,174908, Some-college,15, Married-AF-spouse, Adm-clerical, Husband, White, Male,0,0,49, Thailand, <=50K,31-60,high,married,Non-White
21949,44, Private,203116, Doctorate,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,90063,0,52, United-States, >50K,31-60,high,married,Non-White
21950,34, Private,124876, HS-grad,14, Separated, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,1,40, United-States, <=50K,31-60,high,not-married,Non-White
21951,35, Private,255420, Some-college,7, Separated, Sales, Not-in-family, White, Female,0,0,40, ?, <=50K,31-60,low,not-married,Non-White
21952,33, ?,217046, HS-grad,9, Married-civ-spouse, ?, Unmarried, White, Female,0,2,40, United-States, <=50K,31-60,low,married,Non-White
21953,50, Private,169763, Masters,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,98631,2120,60, United-States, >50K,31-60,low,married,Non-White
21954,37, Self-emp-not-inc,365085, Bachelors,3, Married-civ-spouse, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K,31-60,low,married,Non-White
21955,69, Private,194805, 11th,9, Widowed, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K,61+,low,not-married,Non-White
21956,24, Private,317684, 12th,15, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K,<=30,high,not-married,Non-White
21957,38, Self-emp-inc,347401, Prof-school,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,14670,2250,40, United-States, >50K,31-60,low,married,Non-White
21958,43, Private,58368, Bachelors,14, Never-married, Other-service, Own-child, White, Male,0,3,6, Cambodia, <=50K,31-60,high,not-married,Non-White
